,artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
863,José Carreras,orchestra,album,Opera Arias,2001,22kvIMsxXSTGL6cyB5S0bZ,"Carreras was born in Barcelona, Spain, and exhibited musical talent from a young age. At age eight, he also gave his first public performance, singing La Donna e Mobile on Spanish national radio. At eleven, he appeared at the Liceu as a boy soprano in the role of the narrator in Falla's El retablo de Maese Pedro and an urchin in the second act of La bohème. In his teens, Carreras studied at the Conservatori Superior de Música del Liceu. He made his debut at the Liceu as Flavio in Norma <a href=""https://www.last.fm/music/+noredirect/Jos%C3%A9+Carreras"">Read more on Last.fm</a>",113066.0,601998.0,Plácido Domingo,Luciano Pavarotti,Roberto Alagna
864,Ludmila Peterková,orchestra,album,"Mendelssohn, Rossini and Bruch: Works for Clarinet and Orchestra",2001,60FU2wGKY059HcMOQa4ugc," <a href=""https://www.last.fm/music/Ludmila+Peterkov%C3%A1"">Read more on Last.fm</a>",83.0,541.0,In Modo Camerale,Jana Brožková,Thomas Fey
865,Swing Dance Orchestra,orchestra,album,Life Goes To A Party,2001,2yeK8ohsQM2SzBHwPpPp4N," <a href=""https://www.last.fm/music/Swing+Dance+Orchestra"">Read more on Last.fm</a>",4181.0,33924.0,Christoph Van Hal & The Double High C Bigband,Big Tubba Mista,Martha Raye
866,Young Pop`s Orchestra,orchestra,album,Love Player No. 3,2001,5qlCr1Tu27uRTvWQOfcofA," <a href=""https://www.last.fm/music/Young+Pop%60s+Orchestra"">Read more on Last.fm</a>",27.0,40.0,,,
867,Artie Shaw,orchestra,album,Very Best Of Artie Shaw,2001,6CuCeJykSEM5ICZBprsU3c,"Arthur Arshawsky (23 May 1910 – 30 December 2004), better known as Artie Shaw, was an accomplished jazz alto saxophonist, clarinetist, composer, arranger, bandleader, and author. He was born in New York City (but grew up in New Haven, Connecticut) and began learning the saxophone when he was 15 and by age 16, had begun to tour with a band. He reached Hollywood the first time, as a sideman with Irving Aaronson's band in 1931, performing at the famous Orange Blossom Room (site of the first Academy Awards ceremony in 1929). <a href=""https://www.last.fm/music/Artie+Shaw"">Read more on Last.fm</a>",339280.0,2377761.0,Benny Goodman,Tommy Dorsey,Glenn Miller
868,Jacques Offenbach,orchestra,album,Offenbach: La Belle Hélène,2001,6YNlalEqEkSw5Yz2RwayNS,"Jacques Offenbach (20 June 1819 - 5 October 1880), composer and cellist, was one of the originators of the operetta form, a precursor of the modern musical comedy. He was one of the most influential composers of popular music in Europe in the 19th century, and many of his works remain in the repertory. Offenbach was born in Cologne, Germany and was the son of Isaac Juda Eberst, a cantor, bookbinder, music teacher and composer. His father was living at a time when the Napoleonic edict required that Jews had to take inheritable family names. <a href=""https://www.last.fm/music/Jacques+Offenbach"">Read more on Last.fm</a>",309179.0,1592710.0,Gioacchino Rossini,Giuseppe Verdi,Gaetano Donizetti
869,Robert Cohen/London Philharmonic Orchestra/Norman Del Mar/Zdenek Mácal,orchestra,album,Elgar & Dvorák Cello Concertos,2001,3s54N6tLzPnzV2L6lq7cOD,,,,,,
870,Royal Concertgebouw Orchestra,orchestra,album,Rimsky-Korsakov: Scheherazade,2001,2EXgwJfR4rqCdlgEtqKlxu,"The Royal Concertgebouw Orchestra (Koninklijk Concertgebouworkest in Dutch, KCO) is the best known and most respected symphonic orchestra in the Netherlands, and is generally considered to be among the world's finest. It is named after the Concertgebouw (Dutch for ""concert hall"") in Amsterdam in which it gives its concerts. Its ""Royal"" title was conferred upon it in 1988 by Queen Beatrix. The Concertgebouw opened on April 11, 1888. The Concertgebouw Orchestra, however, was not founded until a little later. <a href=""https://www.last.fm/music/Royal+Concertgebouw+Orchestra"">Read more on Last.fm</a>",50353.0,283439.0,Berliner Philharmoniker,Symphonieorchester des Bayerischen Rundfunks,Gewandhausorchester Leipzig
871,The Sixteen,orchestra,album,The Flowering of Genius,2001,5KjP8WSbLxT2RkIkf4qf1W,"After twenty-seven years of world-wide performance and recording, The Sixteen is recognised as one of the world’s greatest vocal ensembles. Its special reputation for performing early English polyphony, masterpieces of the Renaissance and a diversity of 20th century music is drawn from the passions of conductor and founder, Harry Christophers. Over ninety recordings reflect The Sixteen’s quality in a range of work spanning the music of five hundred years <a href=""https://www.last.fm/music/The+Sixteen"">Read more on Last.fm</a>",64076.0,579974.0,William Byrd,"Choir of King's College, Cambridge",Tenebrae
872,Henry Purcell,orchestra,album,Purcell: The Fairy Queen; Dido & Aeneas,2001,0v5llyKIikzAw3wSxYU7d1,"Henry Purcell (c. 10 September 1659 – 21 November 1695) was an English composer of Baroque music, best known for his more than 100 songs, the opera ""Dido and Aeneas,"" and his incidental music for a version of Shakespeare's ""A Midsummer Night's Dream"" called ""The Fairy Queen."" Purcell's musical style is distinctively English, though it incorporates elements from Italian and French traditions. He is generally regarded as one of the greatest English opera composers and <a href=""https://www.last.fm/music/Henry+Purcell"">Read more on Last.fm</a>",486422.0,4583374.0,Johann Pachelbel,Georg Friedrich Händel,Jean Sibelius
873,Count Basie,orchestra,album,Basie In Europe,2001,70O7evvrEHBpkthJXLPKWa,"William ""Count"" Basie (August 21, 1904– April 26, 1984) was a jazz pianist, organist, composer, and bandleader. As a pianist, he had a distinctive and influential style (the song title ""Splanky"" is an onomatopoetic reference to the sound of his playing), equally at home in the barrelhouse and the concert hall. Willie ""The Lion"" Smith, James P. Johnson, and Fats Waller were among his influences. As a bandleader, he created an organization (built <a href=""https://www.last.fm/music/Count+Basie"">Read more on Last.fm</a>",652651.0,6299682.0,Count Basie & His Orchestra,Benny Goodman,Duke Ellington
874,Carl Orff,orchestra,album,Orff: Carmina Burana,2001,3wNLm024XRnwS77m5CBXG4,"Carl Orff (10th July 1895–29th March 1982) was a German composer, most famous for his Carmina Burana (1937), and an important and influential music educator. Orff was born in Munich and came from a Bavarian family that was very active in the German military. His father's regimental band supposedly often played the compositions of the young Orff. He studied at the Munich Academy of Music until 1914, then served in the military during World War I. <a href=""https://www.last.fm/music/Carl+Orff"">Read more on Last.fm</a>",582562.0,5197042.0,Giuseppe Verdi,Ludwig van Beethoven,Giacomo Puccini
875,Bernard Bess Orchestra,orchestra,album,"Film Parade, Vol. 2",2001,20RoM8j4pKhGIK3VuKyTEL," <a href=""https://www.last.fm/music/Bernard+Bess+Orchestra"">Read more on Last.fm</a>",1134.0,2390.0,Jazz Candy Music,Celtic Fayre,Piano Candy Music
876,Quincy Jones,orchestra,album,Talkin' Verve: Quincy Jones,2001,5vlJgBJvfJ3dex8a41mDsH,"Quincy Delight Jones Jr. (March 14, 1933 – November 3, 2024) was an American record producer, songwriter, composer, arranger, and film and television producer. His career spanned over 70 years, with 28 Grammy Awards won out of 80 nominations, and a Grammy Legend Award in 1992. Jones came to prominence in the 1950s as a jazz arranger and conductor before working on pop music and film scores. He moved easily between genres, producing pop hit records <a href=""https://www.last.fm/music/Quincy+Jones"">Read more on Last.fm</a>",813356.0,7070998.0,Brothers Johnson,Quincy Jones And His Orchestra,Al Jarreau
877,Lionel Hampton,orchestra,album,Flying Home,2001,3zQ0VXKYvFqOlMZ0FnPYAk,"Lionel Leo Hampton (1908–2002), was a U.S. bandleader, jazz percussionist, and vibraphonist. Hampton was born on 20th April 1908 in Louisville, Kentucky, but moved to Chicago as a child, where he began his career as a drummer. He relocated to Los Angeles to play drums in Les Hite's band. They soon became the house band for Frank Sebastian's New Cotton Club, a popular L.A. jazz club. During a 1930 recording date in the NBC studios in L.A., Louis Armstrong discovered a vibraphone. <a href=""https://www.last.fm/music/Lionel+Hampton"">Read more on Last.fm</a>",320204.0,1820938.0,Jimmie Lunceford,Fletcher Henderson,Count Basie
878,The Quantic Soul Orchestra,orchestra,album,Super 8,2001,3gOV7syZ5KSBdpp0OMomFz,"The Quantic Soul Orchestra is a live funk project initiated by Will Holland, aka Quantic, which eschews the use of samples in favour of a rawer '70s sound. Considered one of the main acts in the modern funk movement. Releases - Stampede (2003) - Pushin' On (2005) - I'm Thankful (2006) - Tropidélico (2007) ""Putting something back"" is how Will Holland described the reason for starting The Quantic Soul Orchestra. Having released two succesful albums <a href=""https://www.last.fm/music/The+Quantic+Soul+Orchestra"">Read more on Last.fm</a>",319235.0,4019746.0,The Mighty Bop,Bobby Hughes Combination,Nuspirit Helsinki
879,Plácido Domingo,orchestra,album,Classic Tenor Arias,2001,1icboH1wYUtfW0lL0DxGYb,"José Plácido Domingo Embil (born January 21, 1941), better known as Plácido Domingo, is a world-famous Spanish operatic tenor. He is known for his versatile, strong voice that possesses a ringing and clear tone throughout its range. In addition to his singing roles, he has also taken on conducting opera performances as well as acting as the General Director of the Washington National Opera in Washington, DC and the Los Angeles Opera in California. <a href=""https://www.last.fm/music/+noredirect/Pl%C3%A1cido+Domingo"">Read more on Last.fm</a>",153850.0,961205.0,José Carreras,Luciano Pavarotti,The Three Tenors
880,Love Orchestra and Voices,orchestra,album,"Je T'aime, Moi Non Plus and Many More Love Songs",2001,6PbKMu8mQwQIH5mHOILWvk," <a href=""https://www.last.fm/music/Love+Orchestra+and+Voices"">Read more on Last.fm</a>",29.0,55.0,,,
881,Camping Orchestra,orchestra,album,L'anthologie des chansons paillardes,2001,5RmQMxiocVKPZ4lzAy5b3W," <a href=""https://www.last.fm/music/Camping+Orchestra"">Read more on Last.fm</a>",6086.0,28765.0,Bézu,Afida Turner,DJ Matafan
882,Turku Philharmonic Orchestra,orchestra,album,Finnish Orchestral Favourites,2001,50JAxl1Ijh5O6uYQEXK930," <a href=""https://www.last.fm/music/Turku+Philharmonic+Orchestra"">Read more on Last.fm</a>",1883.0,5442.0,Hofkapelle Stuttgart,Iceland Symphony Orchestra,Sinfonia Finlandia
883,Ottorino Respighi,orchestra,album,Respighi: Orchestral Works,2001,2dodo2NCuFwXf8tkGukLkM,"Ottorino Respighi (July 9, 1879 - April 18, 1936) was born in Bologna, Italy. He was taught piano and violin by his father, who was a local piano teacher. He continued studying violin and viola with Federico Sarti at the Liceo Musicale in Bologna, composition with Giuseppe Martucci, and historical studies with Luigi Torchi, a scholar of early music. In 1900, Respighi went to Russia to be principal violist in the orchestra of the Russian Imperial Theatre <a href=""https://www.last.fm/music/Ottorino+Respighi"">Read more on Last.fm</a>",315334.0,2216028.0,Jean Sibelius,Bedřich Smetana,Felix Mendelssohn
884,Frank Bridge,orchestra,album,"Bridge: Orchestral Works, The Collector's Edition",2001,2JfAy83lmnke2KFf2Y7cmh,"Frank Bridge (February 26, 1879 – January 10, 1941) was an English composer. Bridge was born in Brighton and studied at the Royal College of Music in London from 1899 to 1903 under Charles Villiers Stanford and others. He played the viola in a number of string quartets, most notably the English String Quartet, and conducted, sometimes as Henry Wood's deputy, before devoting himself to composition, receiving the patronage of Elizabeth Sprague Coolidge. <a href=""https://www.last.fm/music/Frank+Bridge"">Read more on Last.fm</a>",42189.0,186756.0,Arnold Bax,Ernest John Moeran,Rebecca Clarke
885,Michel Plasson,orchestra,album,Fauré: Orchestral Works - Incidental Music,2001,4X8v7zETIZdOAkRZbWxCos,"Michel Plasson (born 2 October 1933, Paris, France) is a French conductor. Plasson was a student of Lazare Lévy at the Conservatoire de Paris. In 1962, he was a prize-winner at the International Besançon Competition for Young Conductors. He studied briefly in the United States, including time with [artist}Charles Münch[/artist}. He became the music director of the city of Metz for 3 years. In 1968, Plasson became principal conductor of the Orchestre et Chœurs du Capitole de Toulouse. <a href=""https://www.last.fm/music/Michel+Plasson"">Read more on Last.fm</a>",24778.0,173093.0,Berliner Philharmoniker,Renée Fleming,Lorin Maazel
886,Arthur Bliss,orchestra,album,Bliss: Orchestral Works,2001,3D1jxuxrxyCWLFr2l9xFj7,"Arthur Edward Drummond Bliss, CH, KCVO (2nd August 1891-27th March 1975) was a British composer. Born to an American father and English mother, Bliss went to Bilton Grange Preparatory School and Rugby before going up to Cambridge. He was destined to display characteristics of both nations, his profound romanticism balanced by an unquenchable energy and optimism. After studying at the Royal College of Music under Charles Villiers Stanford, he served as an infantry officer in the First World War. <a href=""https://www.last.fm/music/Arthur+Bliss"">Read more on Last.fm</a>",11958.0,54233.0,Alan Rawsthorne,Arnold Bax,Granville Bantock
887,Giovanni Maier,orchestra,album,Mosaic Orchestra vol. 1,2001,0V0OPHxWODBBvcMu6lovvB," Italian jazz bassist, born 26 August 1965 in Staranzano, Italy. <a href=""https://www.last.fm/music/Giovanni+Maier"">Read more on Last.fm</a>",148.0,1022.0,Flat Earth Society,John Surman,Håkon Kornstad
888,Ernest Bloch,orchestra,album,Bloch: Orchestral Works,2001,626lZ6DsRAXrfsUP04N75P,"Ernest Bloch (1880–1959) was a Swiss composer. Bloch's early works, including his opera Macbeth (1910) show the influence of both the Germanic school of Richard Strauss and the impressionism of Claude Debussy. His mature works, including his best-known pieces, often draw on Jewish liturgical and folk music. These works include Schelomo (1916) for cello and orchestra, the Israel Symphony (1916), Baal Shem for violin and piano (1923, later version for violin and orchestra) and Avodath Hakodesh (Sacred Service <a href=""https://www.last.fm/music/Ernest+Bloch"">Read more on Last.fm</a>",42804.0,199806.0,Julius Klengel,Frank Bridge,Alphonse Hasselmans
889,Antonio Rosetti,orchestra,album,"Rosetti: Orchestral Works, Vol. 1",2001,5shtacDe4DPQ0EDaLCXXok,"Antonio Rosetti (c. 1750–June 30, 1792, born Anton Rössler, changed to Italianate form by 1773) was a classical era composer and double bass player, and was a contemporary of Haydn and Mozart. Rosetti was born around 1750 in Litoměřice, Czechia, and was originally called Franz Anton Rösler. He is believed to have received early musical training from the Jesuits. In 1773 Rosetti left this native country and joined the Hofkapelle of Prince von Öttingen-Wallerstein <a href=""https://www.last.fm/music/Antonio+Rosetti"">Read more on Last.fm</a>",9199.0,60456.0,Christian Cannabich,Leopold Hofmann,Ignace Joseph Pleyel
890,Edgard Varèse,orchestra,album,"Varese: Orchestral Works, Vol. 1 - Arcana / Integrales / Deserts",2001,4NdzjKjgVNe0x4agvP4RtQ,"Edgard Victor Achille Charles Varèse (French: [ɛdɡaːʁ viktɔːʁ aʃil ʃaʁl vaʁɛːz]; also spelled Edgar Varèse; December 22, 1883 – November 6, 1965) was a French-born composer who spent the greater part of his career in the United States. Varèse's music emphasizes timbre and rhythm and he coined the term ""organized sound"" in reference to his own musical aesthetic. Varèse's conception of music reflected his vision of ""sound as living matter"" and of ""musical space as open rather than bounded"". <a href=""https://www.last.fm/music/Edgard+Var%C3%A8se"">Read more on Last.fm</a>",81127.0,528405.0,Olivier Messiaen,Anton Webern,Giacinto Scelsi
891,Herbie Fields,orchestra,album,His Orchestra & Quintet,2001,1GUN3gvBw1KzQK8jxCAd4z,"Herbie Fields (Asbury Park, New Jersey, May 24, 1919 – September 17, 1958, Miami, Florida) was an American jazz saxophonist. He attended New York's famed Juilliard School of Music (1936–1938) and served in the U.S. Army from 1941–1943. Fields began recording in 1944 with two sides for Bob Thiele's Signature label. Over the next year and a half he recorded for Savoy; notably, he shared a date with Rubberlegs Williams that featured teenaged Miles Davis' recording debut. <a href=""https://www.last.fm/music/Herbie+Fields"">Read more on Last.fm</a>",662.0,1883.0,Jimmy Hamilton,BBC Big Band Orchestra,Georgie Auld
